,u10_l1,u10_l10,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u1_l10,u5_l2
0,0.2232423559194039,0.2182336006883635,0.2182336006883635,0.2182336006883635,0.2182336006883635,0.2182336006883635,0.2182336006883635,0.2182336006883635,0.2182336006883635,0.2182336006883635,0.2129203859407178,0.2182336006883635
1,0.3308034763803921,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.333577885060159,0.3336294802599247
2,0.3308034763803921,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.333577885060159,0.3336294802599247
3,0.3308034763803921,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.333577885060159,0.3336294802599247
4,0.3308034763803921,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.3336294802599247,0.333577885060159,0.3336294802599247
5,0.2166611307923577,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2172293916587265,0.3538355323041524
6,0.2166611307923577,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2188479903438868,0.2172293916587265,0.3538355323041524
7,0.2174473514793432,0.1502790814124475,0.1782510324059515,0.1502790814124475,0.1502790814124475,0.1502790814124475,0.1502790814124475,0.1502790814124475,0.1502790814124475,0.1502790814124475,0.1516440325621496,0.3547822169158395
8,0.2587862817008103,0.1482951530184202,0.1782510324059515,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1496163725441366,0.3510480735651481
9,0.2938983191127591,0.1482951530184202,0.2167018632927617,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1496163725441366,0.3572876715751301
10,0.3003687852216931,0.1482951530184202,0.2903827621887221,0.3981025095799589,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1496163725441366,0.3572876715751301
11,0.2966482542259568,0.1482951530184202,0.2968638913669744,0.4395579559843177,0.1963392273368093,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1496163725441366,0.3572876715751301
12,0.2966482542259568,0.1482951530184202,0.307304608923403,0.4395951907697228,0.2832648081690659,0.1870674662284735,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1482951530184202,0.1496163725441366,0.2725877498066217
13,0.2945564713961934,0.1482951530175407,0.3073046089218286,0.4395951907683779,0.2832648081677562,0.2491973027516076,0.1544775411125941,0.1482951530175407,0.1482951530175407,0.1482951530175407,0.1496163725432285,0.2758913083678278
14,0.2784846318044316,0.1481775622373098,0.306315363061028,0.4387061773277085,0.2825148427218706,0.248583167413441,0.2018328559509347,0.1566570869038447,0.1481775622373098,0.1481775622373098,0.1494824265485294,0.2779275119287298
15,0.2906695669205749,0.148177562235748,0.3783975778591072,0.438706177325379,0.2888589806978973,0.2485831674113554,0.2016050469369036,0.1603915572968365,0.148177562235748,0.148177562235748,0.1494824265469168,0.2619901336197758
16,0.2953932661655695,0.148177562235748,0.3783975778591072,0.438706177325379,0.2888589806978973,0.2485831674113554,0.2016050469369036,0.175964571838567,0.2526529043969704,0.1630859002299662,0.1495233074235786,0.2568887812757893
17,0.2890353877665587,0.1841688737127942,0.3772612118121276,0.438706177325379,0.2888589806978973,0.2485831674113554,0.2016050469369036,0.175964571838567,0.2623789858165779,0.1639372119612491,0.1495233074235786,0.2568887812757893
18,0.2890353877665587,0.1841688737127942,0.3772612118121276,0.438706177325379,0.2888589806978973,0.2485831674113554,0.2016050469369036,0.175964571838567,0.2623789858165779,0.1639372119612491,0.1495233074235786,0.2568887812757893
19,0.286168472664626,0.1841688737127942,0.3820451478854729,0.438706177325379,0.2921332012526689,0.2485831674113554,0.2016050469369036,0.1783905846725447,0.2623789858165779,0.1639372119612491,0.1495233074235786,0.2556365661056443
