,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.5,0.5,0.5,0.0,1.6,0.5,0.25,0.0,0.25,0.03592391442987407,Global
1,0.0,0.25,0.5,2.0,0.0,2.0,0.0,0.0,0.25,0.5,0.07759109718188281,Global
2,0.75,1.25,0.0,0.25,0.25,2.8,0.5,0.25,0.5,0.0,0.21112269282424237,Global
3,0.25,0.75,0.0,0.25,0.5,2.2,0.0,0.5,0.5,1.0,0.1904475906883731,Global
4,0.75,0.25,0.25,0.25,0.75,1.6,0.0,0.0,1.0,0.75,0.04421210778561875,Global
5,0.0,4.75,0.0,0.0,0.0,3.8000000000000003,0.0,0.0,0.0,0.0,4.378580800782043,Global
6,0.0,4.75,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,2.911124689843919,Global
7,0.0,4.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.500043995133786,Global
8,0.0,5.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,3.0634240783096405,Global
9,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.212722654263562,Global
10,0.0,3.25,0.0,0.25,0.0,5.0,0.0,0.0,0.5,0.0,1.48308520237984,Global
11,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.263829309468768,Global
12,0.0,4.0,0.0,0.0,0.5,4.4,0.0,0.0,0.0,0.0,13.135878416353044,Global
13,0.0,3.5,0.25,0.0,0.5,4.0,0.0,0.0,0.0,0.0,1.0380991058087323,Global
14,0.0,3.75,0.0,0.0,0.5,4.800000000000001,0.0,0.0,0.0,0.0,11.073263630382044,Global
15,0.0,4.0,0.0,0.0,0.5,4.6,0.0,0.0,0.0,0.25,16.612736580221707,Global
16,0.25,3.0,0.0,0.25,1.0,3.0,0.0,0.0,0.0,0.0,7.165154899998404,Global
17,0.0,2.5,0.0,0.0,0.25,3.8000000000000003,0.25,0.5,0.0,0.25,0.1824468495123256,Global
18,0.0,4.0,0.0,0.0,0.5,4.800000000000001,0.0,0.0,0.0,0.25,16.59999906118864,Global
19,0.0,4.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,0.25,14.86161777348763,Global
20,0.0,4.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.25,16.256454291575935,Global
21,0.0,2.25,0.0,0.0,0.75,3.0,0.25,0.25,0.25,0.25,1.9021267451915707,Global
22,0.0,4.75,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,4.6126108030488036,Global
23,0.5,0.75,0.0,0.75,1.0,4.0,0.0,0.0,0.0,0.25,1.04125344766654,Global
24,0.0,1.0,0.0,0.5,1.75,1.4,0.5,0.0,0.0,0.5,2.467590616776345,Global
25,0.75,1.25,0.0,0.0,1.0,2.6,0.25,0.25,0.0,0.0,0.2032929015627814,Global
26,0.0,1.0,0.0,0.5,1.75,3.2,0.5,0.0,0.0,0.5,4.324720762528162,Global
27,0.0,3.25,0.0,0.0,0.0,3.8000000000000003,0.25,0.0,0.0,0.0,5.21410560499687,Global
28,0.0,1.0,0.0,0.5,1.75,4.800000000000001,0.5,0.0,0.0,0.5,4.3861719500251635,Global
29,0.0,0.25,0.0,0.0,0.5,3.8000000000000003,0.0,0.0,0.0,1.25,7.425599290959302,Global
30,0.0,0.25,0.0,0.0,0.75,4.2,0.25,0.0,0.0,1.0,6.846271188816023,Global
31,0.0,0.5,0.0,0.25,0.75,4.0,0.25,0.0,0.0,1.0,11.563475453581827,Global
32,0.0,0.5,0.0,0.25,0.5,4.0,0.0,0.0,0.0,1.0,12.5754160440139,Global
33,0.0,0.5,0.0,0.25,0.5,4.0,0.25,0.0,0.0,1.0,11.497662812266082,Global
34,0.0,0.75,0.0,0.25,0.5,4.0,0.0,0.0,0.0,1.0,16.147414119063292,Global
