Unnamed: 0,x0,x1,Target,Hypothesis
0,-4.128453413731708,-4.852340942081447,-40.58934020755287,Poor
1,-5.013768664210432,0.0191958236030851,-25.138244697862262,Global
2,-0.0432814783063442,-3.749585623457008,-14.06126563399986,Global
3,-3.664782484945525,-2.881959161588959,-21.73631927103004,Global
4,-0.8344762315729666,-2.579444035445155,-7.349882113053805,Global
5,-3.12,-3.12,-19.4688,Poor
6,-3.195843574305813,-4.751008791019645,-32.785500683777705,Poor
7,-0.8083040633102732,-2.7902200029021875,-8.43868312335938,Global
8,-0.7160486023243793,-2.40367733987064,-6.290390355098292,Global
9,-0.4961278105717332,-2.319465410159821,-5.626062593350568,Global
10,-0.4479982533050693,-2.137576623417093,-4.769936255943614,Global
11,-0.4272601835248115,-1.814739119680572,-3.475829336924672,Global
12,-3.1967247602412963,-3.12,-19.95344919273977,Poor
13,-3.168554962864161,-3.229860507336099,-20.471739449540507,Poor
14,-0.3646529381219821,-1.5348381564957965,-2.488699931916409,Global
15,-0.1697959582334922,-1.321108582054246,-1.7741585530098103,Global
16,-0.1423979843414133,-1.1134814998714906,-1.2601182365005617,Global
17,-0.2385220432253618,-0.8523474658443377,-0.7833889676356658,Global
18,-0.1430674498717244,-0.6591035979513019,-0.4548858480451498,Global
19,-0.0778261542470215,-0.436549514301507,-0.1966323887217629,Global
20,-0.1969946542748059,-0.2392111483298213,-0.0960288672981221,Global
21,-0.0546259493252727,-0.1173462598978033,-0.01675413905169,Global
22,-0.1091016001326888,-0.0035101292526506,-0.0119154801588834,Global
23,0.0027407126087878,0.0547231924933312,-0.0030021393022661,Global
24,-0.0231468812955363,-0.0078360745778969,-0.0005971821785,Global
25,-0.0447503468056241,0.0716877224484242,-0.0071417230890659,Global
26,-0.03748121248215,0.007434252680677,-0.0014601094020522,Global
27,0.0555874256654571,-0.0231550940778973,-0.003626120273869,Global
28,0.0019950654289694,-0.0005585956277709,-4.292315141233731e-06,Global
29,0.0035151429082238,0.0034886464974866,-2.452688404966253e-05,Global
30,0.0102453991439914,0.0049342903971838,-0.0001293154253434,Global
31,0.0058914564868597,-0.0089083636484806,-0.0001140682024301,Global
32,0.0290830526981096,0.0140782660594926,-0.0010440215294828,Global
33,0.0321407265922118,0.0145942430192196,-0.0012460182351793,Global
34,-3.247821990636476,-3.216574150947639,-20.8946969514064,Poor
35,-3.1472317140296804,-3.240818725479601,-20.407973473213424,Poor
36,0.0170693113937924,-0.0194586519818251,-0.000670000528408,Global
37,-0.0032640349133246,0.0156295430196658,-0.0002549365389189,Global
38,-0.0070979515975619,0.0026551392646403,-5.743068139596684e-05,Global
39,0.0019607400942946,-0.0008366222043858,-4.544438430245877e-06,Global
40,-0.0271756606132635,-0.0018286941941839,-0.0007418606522231,Global
41,-3.26122999253542,-3.20576637159954,-20.91255909349105,Poor
42,-3.240038607528797,-3.188998319323038,-20.66756045892231,Poor
43,-0.0049746493323524,0.0144580159180604,-0.0002337813602667,Global
44,0.0060589146759337,-0.0224618890923899,-0.000541246908649,Global
45,-0.001443040358852,-0.0046965451404267,-2.4139901733341537e-05,Global
46,0.0021178390005555,-0.0117053208263563,-0.0001414997776802,Global
47,-0.0010956314001686,-0.0057890664603328,-3.471369864718659e-05,Global
48,-3.256238212418168,-3.1483467994680345,-20.515174865732885,Poor
49,-3.2508571168929383,-3.151790280573754,-20.50185396717265,Poor
50,-0.0051357337522087,0.0016350827948887,-2.9049256919716888e-05,Global
51,0.0233472054888308,0.0186289036053099,-0.0008921280536736,Global
52,0.0001332144771896,-0.0002041077792827,-5.940608249665039e-08,Global
53,-0.0056209625814568,0.0008753478329067,-3.2361454170712666e-05,Global
54,-0.0143027716424808,0.0175771579672549,-0.0005135257588627,Global
