,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target,Hypothesis
0,0.0,1.0,0.0,0.0,0.75,3.5,0.0,0.0,0.0,0.5,14.742102958765878,Perfect Hindsight
1,0.25,0.25,0.0,2.0,0.0,3.8000000000000003,0.5,0.5,0.25,0.0,0.07319261008566437,Global
2,0.5,0.0,0.0,0.25,0.25,2.0,0.25,1.0,0.25,0.0,0.04785763689654329,Global
3,0.5,0.25,0.25,0.25,0.25,1.0,0.25,0.25,0.75,1.0,0.04839583337596427,Global
4,0.25,0.0,0.25,0.5,1.75,2.6,0.5,0.5,0.0,0.0,0.02544376581820444,Global
5,0.0,1.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,0.5,13.881664660680745,Perfect Hindsight
6,0.0,1.0,0.0,0.0,0.75,3.5,0.0,0.0,0.0,0.25,13.232825509500573,Perfect Hindsight
7,0.25,1.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,1.25,4.026816043797841,Global
8,0.0,1.25,0.0,0.75,0.25,1.0,0.0,0.0,0.25,1.5,3.5575568629882914,Global
9,0.0,0.0,0.0,0.0,0.0,1.6,0.0,4.75,0.0,0.0,8.58101835828062e-22,Global
10,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,0.25,0.015964359950293463,Global
11,0.0,0.75,0.0,0.0,0.0,2.6,0.0,0.0,1.25,0.25,0.19540109688490764,Global
12,0.0,1.0,0.0,0.0,0.75,3.5,0.0,0.0,0.0,1.0,15.621177326387231,Perfect Hindsight
13,0.0,1.0,0.0,0.0,1.0,3.7,0.0,0.0,0.0,1.5,11.614161173920488,Perfect Hindsight
14,0.0,1.0,0.0,0.5,0.5,3.5,0.0,0.0,0.0,1.0,19.07806926225274,Perfect Hindsight
15,0.0,1.0,0.0,0.5,0.75,3.5,0.0,0.0,0.0,1.0,21.005016011288983,Perfect Hindsight
16,0.0,1.25,0.0,0.5,0.75,3.5,0.0,0.0,0.0,1.0,19.122897211515422,Perfect Hindsight
17,0.0,1.0,0.0,0.5,1.0,3.5,0.0,0.0,0.0,1.0,16.39381448720618,Perfect Hindsight
18,0.0,0.5,0.0,0.5,0.5,3.4000000000000004,0.0,0.0,0.0,0.75,14.44601047848474,Global
19,0.0,1.0,0.0,0.5,0.5,3.4000000000000004,0.0,0.0,0.0,0.75,19.059432418675634,Global
20,0.0,0.75,0.0,0.5,0.5,1.4,0.25,0.0,0.0,0.75,5.272750498169948,Global
21,0.0,0.75,0.5,0.5,0.5,1.2,0.0,0.0,0.0,0.75,0.10058864343624128,Global
22,0.0,0.75,0.0,0.5,0.5,3.4000000000000004,0.0,0.0,0.0,0.75,18.592934597267284,Global
23,0.0,1.25,0.0,0.5,0.5,3.5,0.0,0.0,0.0,1.0,17.316728028800693,Perfect Hindsight
24,0.0,2.0,0.0,0.5,0.5,3.5,0.0,0.0,0.0,1.0,13.397031391233284,Perfect Hindsight
25,0.25,1.75,0.0,0.5,1.0,4.6,0.0,0.0,0.0,0.25,8.751433499469568,Global
26,0.0,1.0,0.0,0.5,0.5,3.4000000000000004,0.25,0.0,0.0,0.75,14.656351220434274,Global
27,0.0,1.0,0.0,0.5,0.5,3.2,0.0,0.0,0.0,0.75,18.447200432765,Global
28,0.5,1.5,0.0,0.0,0.75,1.8,0.0,0.0,0.0,0.5,0.38695811683408055,Global
29,0.0,2.0,0.0,0.0,1.5,3.4000000000000004,0.0,0.0,0.0,0.25,15.552606153867826,Global
30,0.0,1.0,0.0,0.25,0.5,3.7,0.0,0.0,0.0,1.5,16.317029422433944,Perfect Hindsight
31,0.0,1.0,0.0,0.75,0.5,3.9,0.0,0.0,0.0,1.0,20.570947078371944,Perfect Hindsight
32,0.0,1.0,0.0,0.5,0.5,3.6,0.0,0.0,0.0,0.75,19.378569377969157,Global
33,0.0,0.0,0.0,0.25,0.5,3.6,0.0,0.25,0.0,1.25,1.1155719151759806,Global
34,0.25,1.25,0.0,0.75,1.25,3.0,0.0,0.0,0.0,0.25,5.99659998100189,Global
35,0.0,1.0,0.0,0.5,0.5,3.8000000000000003,0.0,0.0,0.0,0.75,19.404048661351027,Global
36,0.0,4.0,0.25,0.0,0.0,3.6,0.0,0.0,0.0,0.25,0.7693036047463151,Global
37,0.0,1.0,0.0,0.5,0.5,4.5,0.0,0.0,0.0,0.75,17.820915319919912,Perfect Hindsight
38,0.0,1.0,0.0,1.0,0.75,4.1,0.0,0.0,0.0,0.5,27.23235437882959,Perfect Hindsight
39,0.0,1.25,0.0,1.0,0.75,3.5,0.0,0.0,0.0,0.5,22.27334037737089,Perfect Hindsight
40,0.0,1.0,0.0,1.25,0.75,4.7,0.0,0.0,0.0,0.75,24.46938488789023,Perfect Hindsight
41,0.0,1.0,0.0,1.0,0.5,4.0,0.0,0.0,0.0,0.0,16.380778064693224,Global
42,0.0,1.25,0.0,1.0,0.25,1.4,0.25,0.0,0.25,0.0,3.3215170140033674,Global
43,0.0,0.25,0.0,0.5,1.25,3.6,0.0,0.0,0.75,0.0,0.7714529780936192,Global
44,0.0,0.0,0.25,1.75,0.75,4.800000000000001,0.25,0.0,0.0,0.0,0.9287495708690362,Global
45,0.0,1.0,0.0,0.25,1.25,4.800000000000001,0.25,0.0,0.0,0.75,8.524052219807142,Global
46,0.0,1.0,0.0,1.0,0.5,4.1,0.0,0.0,0.0,0.5,20.55155017818535,Perfect Hindsight
47,0.0,1.0,0.0,1.0,0.5,3.5,0.0,0.0,0.0,0.5,20.600333650629477,Perfect Hindsight
48,0.0,1.5,0.0,0.75,0.5,2.0,0.5,0.0,0.25,0.0,5.336648720497124,Global
49,0.0,0.0,0.0,2.0,0.25,3.8000000000000003,0.25,0.0,0.25,0.5,3.397005698622228,Global
50,0.0,1.0,0.0,1.0,0.75,4.2,0.0,0.0,0.0,1.75,14.555335273666234,Global
51,0.0,2.5,0.0,0.25,0.25,4.4,0.75,0.0,0.0,0.25,5.011782719891465,Global
52,0.0,0.0,0.0,3.0,0.5,3.2,0.0,0.0,0.0,0.0,1.2878342262533444,Global
53,0.0,1.0,0.0,1.0,0.5,4.7,0.0,0.0,0.0,0.5,18.879733878106368,Perfect Hindsight
54,0.0,1.0,0.0,0.75,0.75,4.3,0.0,0.0,0.0,0.75,24.834425471135972,Perfect Hindsight
55,0.0,2.5,0.0,0.75,0.0,4.6,0.0,0.0,0.25,0.5,5.379674019096438,Global
56,0.25,1.0,0.0,0.5,0.0,2.8,0.0,0.0,0.25,1.5,2.4851744211714157,Global
57,0.0,0.5,0.0,0.25,1.75,3.6,0.0,0.0,0.0,1.0,2.9397290504288716,Global
58,0.0,0.5,0.0,1.25,1.5,4.2,0.0,0.0,0.25,0.5,3.825989385467926,Global
59,0.25,0.0,0.0,0.0,0.75,4.6,0.0,0.0,0.0,1.25,1.8432318864524846,Global
60,0.0,1.0,0.0,1.0,0.75,4.1,0.0,0.0,0.0,0.25,24.2333776767067,Perfect Hindsight
61,0.0,1.0,0.0,1.25,0.75,3.9,0.0,0.0,0.0,0.5,27.302253527139502,Perfect Hindsight
62,0.0,1.0,0.0,0.75,0.75,4.1,0.0,0.0,0.0,0.5,24.909374113284816,Perfect Hindsight
63,0.0,1.0,0.0,0.75,1.0,4.1,0.0,0.0,0.0,0.5,21.549380941531304,Perfect Hindsight
64,0.0,1.5,0.25,0.0,0.5,2.2,0.75,0.0,0.25,0.5,0.8851801600780129,Global
65,0.0,1.0,0.0,1.0,0.75,4.0,0.25,0.0,0.0,0.5,21.922118678060485,Global
66,0.0,0.75,0.0,1.0,0.75,3.8000000000000003,0.0,0.0,0.0,0.5,25.14530681810172,Global
67,0.0,0.75,0.0,1.0,1.0,4.4,0.0,0.0,0.0,0.75,19.158812185373602,Global
68,0.0,0.5,0.0,0.25,0.5,3.4000000000000004,0.0,0.0,0.0,0.0,8.106967804406525,Global
69,0.0,1.0,0.0,1.0,0.75,3.9,0.0,0.0,0.0,0.5,27.435261282933602,Perfect Hindsight
70,0.0,1.25,0.0,1.0,0.75,4.5,0.0,0.0,0.0,0.0,20.40506644307574,Perfect Hindsight
71,0.0,1.25,0.0,1.0,0.75,4.7,0.0,0.0,0.0,0.25,22.05107797170961,Perfect Hindsight
72,0.0,0.25,0.0,0.75,0.25,3.2,0.0,0.0,0.25,1.0,5.349830912752714,Global
73,0.0,0.75,0.0,0.25,0.0,3.0,0.5,0.0,0.5,0.25,2.2662838983463813,Global
74,0.0,1.25,0.0,0.0,1.5,1.4,0.0,0.0,0.0,1.0,6.48615051560768,Global
75,0.0,0.5,0.0,0.0,1.0,2.6,0.0,0.0,0.25,0.25,5.040253411622153,Global
76,0.0,1.0,0.0,0.0,0.5,3.2,0.5,0.0,0.0,0.25,9.250909113695256,Global
77,0.0,1.0,0.0,0.5,0.75,4.5,0.0,0.0,0.0,0.25,18.076565519778647,Perfect Hindsight
78,0.0,1.5,0.0,1.25,0.75,3.9,0.0,0.0,0.0,0.0,20.041647181007363,Perfect Hindsight
79,0.25,1.75,0.0,0.0,0.5,4.0,0.5,0.0,0.25,0.5,4.245493603222592,Global
