,No Hypothesis
0,3399561.8265880845
1,3058947.9543723376
2,1895426.0249745147
3,1895426.0249745147
4,1895426.0249745147
5,1432274.95087341
6,1409149.8472062745
7,1409149.8472062745
8,1409149.8472062745
9,1409149.8472062745
10,1409149.8472062745
11,1223600.358118502
12,1223600.358118502
13,1223600.358118502
14,1223587.8424088797
15,1223587.8424088797
16,1223587.8424088797
17,1223587.8424088797
18,1223587.8424088797
19,1223587.8424088797
20,1223587.8424088797
21,1223587.8424088797
22,1223587.8424088797
23,1223242.4041385464
24,1223242.4041385464
25,1223242.4041385464
26,1223242.4041385464
27,1223242.4041385464
28,1223242.4041385464
29,1223242.4041385464
30,1223242.4041385464
31,1223242.4041385464
32,1223242.4041385464
33,1223242.4041385464
34,1223242.4041385464
35,1223242.4041385464
36,1223242.4041385464
37,1223242.4041385464
38,543303.3127809534
39,532289.7973765217
40,532289.7973765217
41,465559.19464570505
42,417121.71489212825
43,417121.71489212825
44,390751.5987424544
45,220452.08330320075
46,196178.0997628404
47,170696.83297323715
48,168605.325643705
49,165475.893443532
50,120606.11201374096
51,119765.46061554848
52,109338.19146040296
53,78481.23665878465
54,75648.90665089204
55,72899.17744504577
56,70468.57670019717
57,69995.64610209849
58,67701.59870949395
59,67410.92774303259
60,63568.034809712175
61,61557.69369310375
62,61557.69369310375
63,61557.69369310375
64,57450.19102250304
65,57347.03280800258
66,57295.79420266922
67,57295.79420266922
68,57139.65463259847
69,56390.50835293796
70,56390.50835293796
71,53326.10540355048
72,48870.852374599686
73,47888.28543632287
74,47263.236210188246
75,46979.55279311598
76,46509.54875992299
77,44721.20116219695
78,42431.21116306848
79,39165.72592892773
80,38214.14831376302
81,37965.07260468543
82,37937.90120271576
83,37905.64732391588
84,37851.08780535619
85,37693.24224058418
86,36868.60085418863
87,34106.26642830273
88,30949.352344590254
89,27763.175032288906
90,27257.20919938344
91,27257.20919938344
92,27126.703458522985
93,26689.36519554101
94,25710.97969572294
95,25303.1494310734
96,25303.1494310734
97,25260.24371672487
98,25209.0745437775
99,25126.745367344272
100,25018.85510436872
101,24891.97740165186
102,24675.90566494716
103,24223.561583204028
104,23364.543177074094
